업체코드,업체명,업종,현역배정인원,현역편입인원,현역복무인원,보충역배정인원,보충역편입인원,보충역복무인원,채용유무
120180717,(주)에잇퍼센트,정보처리,0,0,1,558,0,0,
120180723,(주)청심아이티,정보처리,0,0,1,558,0,0,
120180725,(주)트루데이타,정보처리,0,0,1,0,0,1,
120180729,탄젠트,정보처리,0,0,0,0,0,2,
120180733,비브이에스(주),정보처리,0,0,1,558,0,0,
120180744,(주)뷰노,정보처리,0,0,0,558,0,1,
120180748,제플린엑스,정보처리,0,0,0,558,0,0,
120180759,(주)다비오,정보처리,0,0,1,558,0,0,
120180762,(주)파모즈,정보처리,0,0,1,558,0,1,
120180765,(주)위즈더플래닝,정보처리,0,0,0,558,0,1,
120180767,(주)와그,정보처리,0,0,0,558,0,0,
120180769,로완,정보처리,0,0,0,558,0,1,
120180771,나인파이브,정보처리,0,0,0,558,0,3,
120180774,(주)투믹스,정보처리,0,0,0,558,0,0,
120180779,브이엠솔루션(주),정보처리,0,0,1,558,0,1,
120180781,(주)훌리악,정보처리,0,0,0,0,0,0,
120180783,(주)플라이셔,정보처리,0,0,1,558,0,1,모집중
120180788,(주)케이스마텍,정보처리,0,0,1,558,0,0,
120180963,(주)오제이월드,정보처리,0,0,1,558,0,0,
120180999,(주)우경정보기술,정보처리,0,0,1,1244,0,1,
120181000,(주)휴비즈아이씨티,정보처리,0,0,1,1244,0,0,
120181001,(주)엔터인,정보처리,0,0,0,1244,0,1,
120181002,(주)쓰리아이,정보처리,0,0,0,1244,0,0,
120181003,(주)브라이튼,정보처리,0,0,1,1244,0,1,
120181042,(주)써브나라,정보처리,0,0,1,0,0,0,
120190002,애딧 주식회사,정보처리,0,0,0,0,0,0,
120190078,(주)아이트립,정보처리,0,0,0,558,0,0,
120190090,주식회사이엠비,정보처리,0,0,0,558,0,0,
120190183,(주)에스아이티코리아,정보처리,0,0,0,817,0,0,
120190185,주식회사씨메스,정보처리,0,0,0,817,0,0,
120190256,(주)레티널,정보처리,0,0,0,558,0,1,
120190258,드림에이지이(주),정보처리,0,0,0,558,0,0,
120190261,(주)뮤자인,정보처리,0,0,0,558,0,0,
120190289,(주)에스이든,정보처리,0,0,0,558,0,0,
120190472,(주)아이뱅크,정보처리,0,0,0,558,0,0,
120190483,(주)와임,정보처리,0,0,0,558,0,0,
120190493,주식회사그럼에도,정보처리,0,0,0,558,0,0,
120190494,(주)티앤엠테크,정보처리,0,0,0,558,0,0,
120190501,(주)오픈오브젝트,정보처리,0,0,0,558,0,2,
120190506,디지털원(주),정보처리,0,0,0,558,0,0,
120190510,주식회사메디블록,정보처리,0,0,1,558,0,0,
120190511,(주)블루웹,정보처리,0,0,0,558,0,0,
120190515,디딤365주식회사,정보처리,0,0,0,558,0,0,
120190516,(주)어반디지털마케팅,정보처리,0,0,0,558,0,0,
120190524,(주)이젬코,정보처리,0,0,0,558,0,0,
120190528,주식회사제이디아이앤에스,정보처리,0,0,0,558,0,0,
120190533,메이드인헤븐,정보처리,0,0,0,558,0,0,
120190537,주식회사세포아소프트,정보처리,0,0,0,558,0,0,
120190548,나인원소프트(주),정보처리,0,0,0,558,0,0,
120190553,오큐브주식회사,정보처리,0,0,0,558,0,0,
120190554,주식회사엑스바엑스,정보처리,0,0,0,558,0,0,
120190559,주식회사바이브컴퍼니,정보처리,0,0,0,558,0,0,
120190560,코어시큐리티,정보처리,0,0,1,558,0,0,
120190569,(주)헥슬란트,정보처리,0,0,1,558,0,0,
120190571,(주)그렙,정보처리,0,0,0,558,0,0,
120190598,주식회사위키시큐리티,정보처리,0,0,0,558,0,0,
120190602,(주)엑스트라이버,정보처리,0,0,0,558,0,1,
120190609,비에스지파트너스,정보처리,0,0,0,558,0,0,
120190612,주식회사라인웍스,정보처리,0,0,0,558,0,1,
120190616,주식회사호두랩스,정보처리,0,0,0,558,0,0,
120190622,(주)피타소프트,정보처리,0,0,0,1479,0,0,
120190628,(주)시큐어원,정보처리,0,0,0,558,0,0,
120190638,메가존(주),정보처리,0,0,0,558,0,0,
120190639,(주)큐센텍,정보처리,0,0,0,558,0,0,
120190643,(주)디지투스,정보처리,0,0,0,558,0,0,
120190644,(주)에이아이더,정보처리,0,0,0,0,0,0,
120190646,주식회사해시드,정보처리,0,0,0,558,0,0,
120190713,(주)블록체인씨앤에스,정보처리,0,0,0,1244,0,0,
120190716,(주)라임,정보처리,0,0,1,1244,0,0,
120190718,(주)세스트,정보처리,0,0,0,1244,0,0,
120190719,(주)원소프트다임,정보처리,0,0,0,1244,0,0,
120190960,(주)아티스츠카드,정보처리,0,0,0,1479,0,1,
120190968,씨엔비스(주),정보처리,0,0,0,1479,0,0,
120190971,주식회사 썬더소프트코리아,정보처리,0,0,0,1479,0,0,
120190978,주식회사 하이브랩,정보처리,0,0,0,1479,0,0,
120190984,(주)지엠티,정보처리,0,0,0,1479,0,1,
120190988,투아이시스(주),정보처리,0,0,0,1479,0,0,
120190990,(주)컬쳐히어로,정보처리,0,0,0,1479,0,0,
120190992,(주)비투코리아,정보처리,0,0,0,1479,0,0,
120190993,(주)인터마인즈,정보처리,0,0,0,1479,0,0,
120191084,인포뱅크(주),정보처리,0,0,0,1479,0,0,
120191200,메가존클라우드(주),정보처리,0,0,0,558,0,0,
120191202,람다256주식회사,정보처리,0,0,0,558,0,0,
120191203,(주)인재아이엔씨,정보처리,0,0,0,558,0,0,
120191250,오픈노트,정보처리,0,0,0,454,0,0,
120191310,(주)시선아이티,정보처리,0,0,0,553,0,0,
120191318,주식회사 리라소프트,정보처리,0,0,0,553,0,0,
120200014,(주)하얀마인드,정보처리,0,0,0,817,0,0,
120200033,(주)유플러스시스템,정보처리,0,0,0,558,0,0,
120200034,(주)게임베리,정보처리,0,0,0,558,0,0,
120200035,(주)에이럭스,정보처리,0,0,0,558,0,0,
120200036,씨지에스아이티(주),정보처리,0,0,0,558,0,0,
120200037,(주)크리에이트립,정보처리,0,0,0,558,0,0,
120200038,스페이스워크(주),정보처리,0,0,0,558,0,0,모집중
120200040,(주)이지위드,정보처리,0,0,0,558,0,0,
120200050,(주)명지정보기술,정보처리,0,0,0,306,0,0,
120200093,(주)엠제이비전테크,정보처리,0,0,0,1244,0,0,
120200110,(주)피앤피시큐어,정보처리,0,0,0,1479,0,0,모집중
120200116,(주)구름,정보처리,0,0,0,1479,0,0,
120200143,스마일드래곤(주),정보처리,0,0,1,0,0,0,모집중
120200166,(주)캐치잇플레이,정보처리,0,0,0,0,0,0,
120200186,(주)뮤즈라이브,정보처리,0,0,0,558,0,0,모집중
120200187,(주)하우스오브리벨스,정보처리,0,0,0,558,0,0,
120200188,(주)스탠스,정보처리,0,0,0,558,0,0,
120200189,씨아이씨소프트(주),정보처리,0,0,0,558,0,0,
120200190,핌즈(주),정보처리,0,0,0,558,0,0,
120200192,(주)이음시스템즈,정보처리,0,0,0,558,0,0,
120200193,(주)재미,정보처리,0,0,0,558,0,0,
120200194,(주)써머스플랫폼,정보처리,0,0,0,558,0,0,
120200195,(주)소리를보는통로,정보처리,0,0,0,558,0,0,
120200196,에이플러스비,정보처리,0,0,0,558,0,0,
120200197,(주)파운트,정보처리,0,0,0,558,0,0,모집중
120200198,(주)리드포인트시스템,정보처리,0,0,0,558,0,0,모집중
120200199,메디컬아이피(주),정보처리,0,0,0,558,0,0,
120200200,주식회사 테사,정보처리,0,0,1,558,0,0,
120200201,플렉스(주),정보처리,0,0,0,558,0,0,
120200202,(주)퍼플랩스,정보처리,0,0,0,558,0,0,
120200203,(주)커먼컴퓨터,정보처리,0,0,0,558,0,0,
120200204,팀블랙버드(주),정보처리,0,0,0,558,0,0,
120200205,(주)에스비네트워크,정보처리,0,0,0,558,0,0,
120200206,(주)비엔아이,정보처리,0,0,0,558,0,0,
120200207,(주)씨씨미디어서비스,정보처리,0,0,0,558,0,0,
120200208,(주)텔루스,정보처리,0,0,0,558,0,0,
120200209,(주)오피지지,정보처리,0,0,0,558,0,0,
120200210,(주)코레이즈홀딩스,정보처리,0,0,0,558,0,0,
120200211,(주)프람트테크놀로지,정보처리,0,0,0,558,0,0,
120200212,(주)플리토,정보처리,0,0,0,558,0,0,
120200213,모바일엔트로피,정보처리,0,0,0,558,0,0,
120200214,(주)즐거운,정보처리,0,0,0,558,0,0,
120200215,(주)보이스루,정보처리,0,0,0,558,0,0,
120200216,(주)에너닷,정보처리,0,0,0,558,0,0,
120200218,(주)드로닉스,정보처리,0,0,0,558,0,0,
120200219,지뉴소프트,정보처리,0,0,0,558,0,0,
120200220,케이투웹테크(주),정보처리,0,0,0,558,0,0,
120200221,(주)알바체크,정보처리,0,0,0,558,0,0,
120200222,(주)알티웍스,정보처리,0,0,0,558,0,0,
120200223,모비어스앤밸류체인(주),정보처리,0,0,0,558,0,0,
120200224,라임프렌즈,정보처리,0,0,0,558,0,0,모집중
120200225,(주)비아이엔솔루션,정보처리,0,0,0,558,0,0,
120200226,제타럭스시스템,정보처리,0,0,0,558,0,0,
120200227,(주)리테일앤인사이트,정보처리,0,0,0,558,0,0,
120200228,(주)파루씨앤씨,정보처리,0,0,0,558,0,0,모집중
120200229,데이블,정보처리,0,0,0,558,0,0,
120200231,(주)뱅크런,정보처리,0,0,0,558,0,0,
120200232,(주)모스티소프트,정보처리,0,0,0,558,0,0,
120200233,(주)뭉치,정보처리,0,0,0,558,0,0,
120200234,(주)맘편한세상,정보처리,0,0,0,558,0,0,
120200235,(주)스무디,정보처리,0,0,0,558,0,0,
120200236,(주)제론소프트엔,정보처리,0,0,0,558,0,0,모집중
120200237,(주)이프커뮤니티,정보처리,0,0,0,558,0,0,
120200238,(주)예거,정보처리,0,0,0,558,0,0,
120200239,(주)엘엠프렌즈,정보처리,0,0,0,558,0,0,
120200240,(주)언더핀,정보처리,0,0,0,558,0,0,
120200241,(주)에스티,정보처리,0,0,0,558,0,0,모집중
120200242,액션파워,정보처리,0,0,0,558,0,0,
120200243,다한정보기술,정보처리,0,0,0,558,0,0,
120200244,(주)짐싸,정보처리,0,0,0,558,0,0,
120200245,(주)에오스와이텍,정보처리,0,0,0,558,0,0,
120200246,(주)티지360테크놀로지스,정보처리,0,0,0,558,0,0,모집중
120200248,(주)텐핑거스,정보처리,0,0,0,558,0,0,모집중
120200249,굿모니터링(주),정보처리,0,0,0,558,0,0,
120200250,(주)더하일,정보처리,0,0,0,558,0,0,
120200251,(주)아이커머,정보처리,0,0,0,558,0,0,
120200252,(주)미소아이티,정보처리,0,0,0,558,0,0,모집중
120200276,(주)트리거파트너스,정보처리,0,0,0,558,0,0,
120200277,듀코젠,정보처리,0,0,0,558,0,0,
120200279,(주)아도스,정보처리,0,0,1,558,0,0,
120200280,(주)무한정보기술,정보처리,0,0,0,558,0,0,
120200281,(주)유라클,정보처리,0,0,0,558,0,0,
120200282,휴먼아이씨티,정보처리,0,0,0,558,0,0,
120200283,(주)아이포트폴리오,정보처리,0,0,0,558,0,0,
120200284,(주)라티스글로벌커뮤니케이션스,정보처리,0,0,0,558,0,0,
120200285,(주)한국해양기상기술,정보처리,0,0,0,558,0,0,
120200290,지티시스템 주식회사,정보처리,0,0,0,558,0,0,
120200291,(주)더기프팅컴퍼니,정보처리,0,0,0,558,0,0,모집중
120200292,(주)핀다,정보처리,0,0,0,558,0,0,
120200293,(주)나누고,정보처리,0,0,0,558,0,0,
120200294,올리브유니온주식회사,정보처리,0,0,0,558,0,0,
120200295,(주)에코아이티,정보처리,0,0,0,558,0,0,
120200299,(주)이데아인포,정보처리,0,0,0,817,0,0,
120200300,(주)씽크소프트,정보처리,0,0,0,817,0,0,
120200301,(주)인포스,정보처리,0,0,0,817,0,0,
120200308,(주)이안,정보처리,0,0,0,558,0,0,
120200309,(주)버즈비터즈,정보처리,0,0,0,558,0,0,
120200311,(유)아홉,정보처리,0,0,0,558,0,0,
120200312,전능아이티(주),정보처리,0,0,0,558,0,0,모집중
120200314,(주)심지,정보처리,0,0,0,0,0,0,
120200315,경성테크놀러지,정보처리,0,0,0,0,0,0,
120200364,다운정보통신(주),정보처리,0,0,0,0,0,0,
120200365,(주)모두싸인,정보처리,0,0,0,0,0,0,
120200366,(주)피엘지,정보처리,0,0,0,0,0,0,
120200367,주식회사티엔코아,정보처리,0,0,0,558,0,0,
120200370,(주)직랩,정보처리,0,0,0,558,0,0,
120200371,단비코리아,정보처리,0,0,0,558,0,0,모집중
120200372,(주)도구공간,정보처리,0,0,0,558,0,0,
120200373,(주)라이커스넷,정보처리,0,0,0,558,0,0,
120200374,(주)애드오피,정보처리,0,0,0,558,0,0,모집중
120200375,(주)지후소프트,정보처리,0,0,0,558,0,0,
120200376,(주)알고리마,정보처리,0,0,0,558,0,0,
120200377,스마트쿱(주),정보처리,0,0,0,558,0,0,
120200378,디어코퍼레이션,정보처리,0,0,0,558,0,0,
120200379,씨유박스,정보처리,0,0,0,558,0,0,모집중
120200380,라온스토리,정보처리,0,0,0,558,0,0,
120200381,(주)코아맥스테크놀로지,정보처리,0,0,0,558,0,0,
120200383,(주)딜리버리랩,정보처리,0,0,0,558,0,0,
120200385,(주)한터글로벌,정보처리,0,0,0,558,0,0,
120200386,(주)크리마,정보처리,0,0,0,558,0,0,
120200388,(주)쿼렌시스,정보처리,0,0,0,558,0,0,
120200389,(주)스푼라디오,정보처리,0,0,0,558,0,0,모집중
120200391,(주)제노임펙트,정보처리,0,0,0,558,0,0,
120200393,비트루브,정보처리,0,0,0,558,0,0,
120200394,구루멘토링(주),정보처리,0,0,0,558,0,0,
120200395,(주)에스알포스트,정보처리,0,0,0,558,0,0,
120200396,(주)소프트체인,정보처리,0,0,0,558,0,0,
120200397,(주)옴니씨앤에스,정보처리,0,0,0,558,0,0,
120200398,주식회사 파이어소프트,정보처리,0,0,0,558,0,0,
120200399,클라우드브릭,정보처리,0,0,0,558,0,0,
120200400,(주)나루아이,정보처리,0,0,0,558,0,0,
120200401,(주)비타소프트,정보처리,0,0,0,558,0,0,모집중
120200402,비트바이트,정보처리,0,0,0,558,0,0,
120200403,디노플러스(주),정보처리,0,0,0,558,0,0,
120200407,데일리펀딩,정보처리,0,0,0,558,0,0,
120200408,(주)더스윙,정보처리,0,0,0,558,0,0,
120200409,엠비아이솔루션,정보처리,0,0,0,558,0,0,
120200410,(주)에너자이,정보처리,0,0,0,558,0,0,모집중
120200411,(주)이스트림,정보처리,0,0,0,558,0,0,
120200412,스테이폴리오,정보처리,0,0,0,558,0,0,
120200413,유니크굿컴퍼니,정보처리,0,0,0,558,0,0,
120200458,아르고넷,정보처리,0,0,0,817,0,0,
120200459,페이위드,정보처리,0,0,0,817,0,0,
120200460,(주)데이터몬스터즈,정보처리,0,0,0,817,0,0,
120200461,(주)파로스정보통신,정보처리,0,0,0,817,0,0,
120200462,루센트블록,정보처리,0,0,0,817,0,0,
120200463,(주)에스아이에이,정보처리,0,0,0,817,0,0,
120200464,(주)힉스,정보처리,0,0,0,817,0,0,
120200465,(주)케이시크,정보처리,0,0,0,817,0,0,
120200466,알고케어(주),정보처리,0,0,0,817,0,0,
120200467,(주)쓰리세컨즈,정보처리,0,0,0,817,0,0,
120200469,(주)엘핀,정보처리,0,0,0,558,0,0,모집중
120200471,(주)텔로스,정보처리,0,0,0,306,0,0,
120200493,(주)시스젠,정보처리,0,0,0,306,0,0,모집중
120200500,몬드리안에이아이,정보처리,0,0,0,0,0,0,
120200608,(주)인포마이닝,정보처리,0,0,0,0,0,0,
120200609,자몽컴퍼니,정보처리,0,0,0,0,0,0,
120200684,(주)핀그램,정보처리,0,0,0,1479,0,0,
120200685,그린캣소프트(주),정보처리,0,0,0,1479,0,0,
120200686,(주)보라스카이,정보처리,0,0,0,1479,0,0,모집중
120200687,(주)지농,정보처리,0,0,0,1479,0,0,
120200688,(주)지오유,정보처리,0,0,0,1479,0,0,
120200689,(주)핀업,정보처리,0,0,0,1479,0,0,모집중
120200690,(주)한길더블류아이티,정보처리,0,0,0,1479,0,0,
120200691,(주)유니파이시스템즈,정보처리,0,0,0,1479,0,0,
120200693,업라이즈(주),정보처리,0,0,0,1479,0,0,
120200694,(주)와드,정보처리,0,0,0,1479,0,0,
120200825,(주)엔조이소프트,정보처리,0,0,0,1479,0,0,
120200826,쉬프트정보통신(주),정보처리,0,0,0,1479,0,0,모집중
120200827,(주)에이아이웨어,정보처리,0,0,0,1479,0,0,
120200828,위프코(주),정보처리,0,0,0,1479,0,0,
120200829,(주)디투이노베이션,정보처리,0,0,0,1479,0,0,
120200830,(주)와토솔루션,정보처리,0,0,0,1479,0,0,
120200831,(주)지우정보기술,정보처리,0,0,0,1479,0,0,
120200832,(주)와이디엔에스,정보처리,0,0,0,1479,0,0,
120200833,(주)펀앤뉴,정보처리,0,0,0,1479,0,0,
120200834,(주)빌리언이십일,정보처리,0,0,0,1479,0,0,
120200836,(주)애니모비,정보처리,0,0,0,1479,0,0,
120200837,조앤소프트,정보처리,0,0,0,1479,0,0,
120200838,쏘마,정보처리,0,0,0,1479,0,0,
120200839,(주)포도,정보처리,0,0,0,1479,0,0,
120200840,(주)네오위드넷,정보처리,0,0,0,1479,0,0,
120200841,케이에스아이,정보처리,0,0,0,1479,0,0,
120200842,트윔,정보처리,0,0,0,1479,0,0,
120200843,(주)튠잇,정보처리,0,0,0,1479,0,0,
120200845,공간정보기술(주),정보처리,0,0,0,1479,0,0,
120200850,주흘이엔지(주),정보처리,0,0,0,0,0,0,
120200851,(주)이지스,정보처리,0,0,1,0,0,0,
120200852,인플랩(주),정보처리,0,0,0,0,0,0,
120200921,(주)제이솔루션,정보처리,0,0,0,0,0,0,
120200922,솔루션코리아(주),정보처리,0,0,0,0,0,0,
120200923,서광항업(주),정보처리,0,0,0,0,0,0,
120200924,포인드(주),정보처리,0,0,0,0,0,1,
120200925,클루피(주),정보처리,0,0,0,0,0,0,
120200928,(주)모아정보기술,정보처리,0,0,0,0,0,0,
120200947,(주)인디제이,정보처리,0,0,0,0,0,0,
120200965,(주)유니드,정보처리,0,0,0,0,0,0,
121060001,임팩시스,정보처리,0,0,1,99,0,0,
